单位名称,统一社会信用代码,住所,环评工程师数量,主要编制人员数量,当前状态,第1记分周期,第2记分周期,第3记分周期,第4记分周期,第5记分周期
西部（甘肃）生态环境工程有限公司,91620102MAC6UA6M3D,甘肃省-兰州市-城关区-东岗东路1469之9号东瓯国际大厦13楼04室,13,11,正常公开,1:2023:0,2::-,3::-,4::-,5::-
北京北方节能环保有限公司,911101087334777386,北京市-北京市-海淀区-紫竹院路81号院3号楼10层1005号,13,0,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
交通运输部水运科学研究所,121000004000019181,北京市-北京市-海淀区-西土城路8号,13,12,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
新疆鼎耀工程咨询有限公司,91650102784694855F,新疆维吾尔自治区-乌鲁木齐市-天山区-人民路446号南门国际城D2栋4层1,12,9,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
广西博环环境咨询服务有限公司,91450100MA5KAJBR16,广西壮族自治区-南宁市-高新技术开发区-高安路101号,12,63,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
森诺科技有限公司,913705001647347212,山东省-东营市-东营区-黄河路721号森诺胜利大厦,12,10,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
河北圣洁环境生物科技工程有限公司,911301007468657725,河北省-石家庄市-桥西区-红旗大街25号西清公寓1004室,12,20,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
上海清宁环境规划设计有限公司,91310118MA1JL94D7H,上海市-上海市-青浦区-沪青平公路3938弄46、47号楼3层301室,12,11,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
中国电子工程设计院股份有限公司,91110000400007412C,北京市-北京市-海淀区-西四环北路160号3层二区317,12,7,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
上海贤晋质安环保科技有限公司,91310120082043724P,上海市-上海市-奉贤区-上海市奉贤区南桥镇国顺路1198号1幢一层001室,12,10,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
北京欣国环环境技术发展有限公司,91110102700242721F,北京市-北京市-西城区-车公庄大街五栋大楼B2-12层,12,15,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
北京市科学技术研究院资源环境研究所,12110000400015017K,北京市-北京市-海淀区-西三环北路27号,12,12,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
沈阳绿恒环境咨询有限公司,912101037555207847,辽宁省-沈阳市-浑南区-东陵区上深沟村863-12号2层（201）,12,9,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中国原子能科学研究院,12100000400000309R,北京市-北京市-房山区-新镇北坊,12,19,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中核第七研究设计院有限公司,91140000405747452W,山西省-太原市-山西转型综改示范区-唐槐产业园马练营路311号,12,0,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中国昆仑工程有限公司,91110000100005255X,北京市-北京市-海淀区-增光路21号,12,15,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
北京京诚嘉宇环境科技有限公司,911103021011112877,北京市-北京市-北京经济技术开发区-建安街7号401室,12,17,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中铁第五勘察设计院集团有限公司,9111000040000238XD,北京市-北京市-大兴区-黄村镇康庄路9号,12,16,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中国铁道科学研究院集团有限公司,91100000400000712N,北京市-北京市-海淀区-大柳树路2号,12,10,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中国水利水电科学研究院,121000004000068824,北京市-北京市-海淀区-车公庄西路20号,12,34,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
中国天辰工程有限公司,91120113103063864L,天津市-天津市-北辰区-京津路1号,12,0,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中国石油大学（华东）,12100000493400001F,山东省-青岛市-黄岛区-长江西路66号,12,0,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
武汉网绿环境技术咨询有限公司,91420103679107188D,湖北省-武汉市-江汉区-新华下路姑嫂树村新华家园二村8幢1单元14层1号,11,23,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
兰州洁华环境评价咨询有限公司,91620102794879423Y,甘肃省-兰州市-城关区-张掖路65号,11,6,正常公开,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
四川久远环保安全咨询有限公司,91510700765062860Q,四川省-绵阳市-游仙区-绵阳市绵山路64号,11,11,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
陕西企科环境技术有限公司,916101333338140104,陕西省-西安市-曲江新区-政通大道环境监控中心写字楼15层,11,15,正常公开,1:2019:0,2:2020:3,3:2021:0,4:2022:5,5:2023:0
浙江九寰环保科技有限公司,91330103MA27XQEP1E,浙江省-杭州市-西湖区-教工路269号保翌大厦15楼1506（工商注册地：杭州市下城区环城北路92号399室）,11,8,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
湖南省国际工程咨询集团有限公司,914300003294872994,湖南省-长沙市-芙蓉区-东二环一段1139号202室,11,11,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:5,5:2023:0
中国电力工程顾问集团华北电力设计院有限公司,91110000100010724P,北京市-北京市-西城区-黄寺大街甲24号,11,19,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
广东省水利电力勘测设计研究院有限公司,914400004558581340,广东省-广州市-荔湾区-陈家祠道48号（办公地址：广州市天河区天寿路116号广东水利大厦）,11,9,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
淮河流域水资源保护局淮河水资源保护科学研究所,121000007349542683,安徽省-蚌埠市-龙子湖区-凤阳西路41号,11,7,正常公开,1:2019:0,2:2020:2,3:2021:0,4:2022:0,5:2023:0
中国恩菲工程技术有限公司,9111000071093393X4,北京市-北京市-海淀区-复兴路12号,11,18,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中国科学院南海海洋研究所,12100000455858425K,广东省-广州市-南沙区-注册地址：南沙街资讯科技园海滨路1119号；办公地址：南沙街资讯科技园海滨路1119号、广州市海珠区新港西路164号,11,11,正常公开,1:2019:15,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中国航空规划设计研究总院有限公司,91110000100011188F,北京市-北京市-西城区-德胜门外大街12号,11,2,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
自然资源部第二海洋研究所,12100000470085029B,浙江省-杭州市-西湖区-保俶北路36号,11,5,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
黄河水资源保护科学研究院,12410000F698411144,河南省-郑州市-金水区-城北路东12号,11,17,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
浙江省水利河口研究院（浙江省海洋规划设计研究院）,12330000470043742U,浙江省-杭州市-江干区-凤起东路50号,11,16,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
临沂市环境保护科学研究所有限公司,913713000930405102,山东省-临沂市-兰山区-北京路与蒙河路交汇金玉山大厦第24层,10,19,正常公开,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
橙志（上海）环保技术有限公司,91310113093635215P,上海市-上海市-宝山区-沪太路2999弄13号4层402室,10,50,正常公开,1:2019:5,2:2020:15,3:2021:0,4:2022:0,5:2023:0
河南泰悦环保科技有限公司,91410300MA452D6DXH,河南省-洛阳市-老城区-洛阳市老城区饮马街东侧恒星综合楼第01幢6层601室,10,1,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
安徽伊尔思环境科技股份有限公司,9134010068363671X9,安徽省-合肥市-高新技术产业开发区-创新大道2800号创新产业园二期G2-801,10,19,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
潍坊市环境科学研究设计院有限公司,91370705670508663U,山东省-潍坊市-奎文区-胜利东街4799号宝鼎国际1711,10,25,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
湖北荆州环境保护科学技术有限公司,91421000316546894N,湖北省-荆州市-沙市区-塔桥路东63号荆州新天地B区9栋19楼,10,12,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
云南湖柏环保科技有限公司,91530112MA6K5LTQ8Q,云南省-昆明市-西山区-广福小区二区B幢B3-1号、B3-2号、B3-3号、B3-5号、B3-6号、B3-7号,10,15,正常公开,1:2019:5,2:2020:0,3:2021:5,4:2022:0,5:2023:0
中石化（山东）检测评价研究有限公司,91370500698096760M,山东省-东营市-东营区-西二路480号,10,11,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
江苏智环科技有限公司,91321000MA1M9G2Y2M,江苏省-扬州市-邗江区-扬子江北路413号双桥商务会所二楼,10,12,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
安徽环境科技研究院股份有限公司,91340100MA2NE9520H,安徽省-合肥市-高新技术产业开发区-大别山路699号安徽环境科技大厦四层,10,29,守信名单,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
四川电力设计咨询有限责任公司,91510000729831423R,四川省-成都市-武侯区-成都市武侯区武青南路33号1栋302,10,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:5
机械工业第四设计研究院有限公司,914103001710723321,河南省-洛阳市-涧西区-江西路8号,10,8,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
华设设计集团股份有限公司,91320000780270414F,江苏省-南京市-秦淮区-白下科技园紫云大道9号,10,13,守信名单,1:2019:5,2:2020:0,3:2021:0,4:2022:0,5:2023:0
郑州大学环境技术咨询工程有限公司,91410105170057229C,河南省-郑州市-金水区-文化路97号,10,24,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
上海核工程研究设计院股份有限公司,91310104132672722W,上海市-上海市-徐汇区-虹漕路29号,10,80,正常公开,1:2019:0,2:2020:10,3:2021:0,4:2022:0,5:2023:0
中钢集团马鞍山矿山研究总院股份有限公司,913405004854075889,安徽省-马鞍山市-雨山区-西塘路666号,10,16,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
北京中咨华宇环保技术有限公司,91110108771982532L,北京市-北京市-丰台区-大红门东后街143号28幢102号,10,15,正常公开,1:2019:0,2:2020:5,3:2021:0,4:2022:5,5:2023:0
上海化工研究院有限公司,913101074250115305,上海市-上海市-普陀区-云岭东路345号,10,10,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
广西交通设计集团有限公司,91450000198226573F,广西壮族自治区-南宁市-青秀区-民族大道153号,10,8,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中国能源建设集团广西电力设计研究院有限公司,9145010049850140XE,广西壮族自治区-南宁市-西乡塘区-科园西九路18号,10,12,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
中国能源建设集团浙江省电力设计院有限公司,91330000470080252L,浙江省-杭州市-西湖区-古翠路68号,10,2,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山西高腾环境科技有限公司,911401056666134442,山西省-太原市-小店区-并州南路57号嘉兴花园1幢11层1107号房,10,0,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
上海电气集团国控环球工程有限公司,91140100110127563X,山西省-太原市-万柏林区-后王街东一巷3号,10,18,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中船第九设计研究院工程有限公司,91310107425014619A,上海市-上海市-普陀区-武宁路303号,10,10,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中国科学院山西煤炭化学研究所,121000004057470062,山西省-太原市-迎泽区-桃园南路27号,10,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
四川省交通勘察设计研究院有限公司,915100004507153881,四川省-成都市-青羊区-太升北路35号,10,6,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
陕西省水利电力勘测设计研究院,91610000435201709J,陕西省-西安市-碑林区-东大街57号,10,34,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
广西壮族自治区水利电力勘测设计研究院有限责任公司,91450100498501944H,广西壮族自治区-南宁市-青秀区-民主路1-5号,10,16,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
北京中油建设项目劳动安全卫生预评价有限公司,911101147187103513,北京市-北京市-昌平区-沙河镇黄河北街1号院1号楼7层,10,8,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中铁上海设计院集团有限公司,91310000133031388G,上海市-上海市-静安区-天目中路291号-293号,10,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
新疆博衍水利水电环境科技有限公司,916501033133389936,新疆维吾尔自治区-乌鲁木齐市-沙依巴克区-长江路25号果业大厦6层,10,14,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中石化广州工程有限公司,914401017083381971,广东省-广州市-天河区-体育西路191号A塔3301房,10,14,正常公开,1:2020:0,2:2021:0,3:2022:5,4:2023:0,5::-
中辐环境科技有限公司,91330000MA27U0414T,浙江省-杭州市-西湖区-教工路336号3A（办公地址：杭州市上城区水墩新路8号）,9,28,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
浙江环耀环境建设有限公司,91330000674790571X,浙江省-杭州市-拱墅区-上塘路329号1幢12楼,9,40,正常公开,1:2019:0,2:2020:15,3:2021:0,4:2022:0,5:2023:5
德州市环境保护科学研究所有限公司,91371400MA3C0XHB1T,山东省-德州市-经济技术开发区-广达路东首院内办公楼3层、4层,9,5,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
唐山立业工程技术咨询有限公司,911302837727557963,河北省-唐山市-迁安市-兴安街道经四路西侧,9,12,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
江苏方正环保集团有限公司,91320300338938071U,江苏省-徐州市-泉山区-黄河南路60号,9,17,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
江苏虹善工程科技有限公司,91320508MA1MK69364,江苏省-苏州市-姑苏区-彩香路6号（金阊科技园3号楼3507室）,9,13,守信名单,1:2019:5,2:2020:10,3:2021:0,4:2022:0,5:2023:0
山东鲁唯环保科技有限公司,91370100MA3M88JE3B,山东省-济南市-高新技术产业开发区-新泺大街1166号奥盛大厦1-2201,9,18,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
吉林省师泽环保科技有限公司,91220101MA0Y65TJ4J,吉林省-长春市-净月开发区-伟峰·彩宇新城一期第11幢1901室,9,5,正常公开,1:2019:3,2:2020:0,3:2021:0,4:2022:5,5:2023:0
安徽长之源环境工程有限公司,91340100590166595A,安徽省-合肥市-包河区-大连路6686号徽商总部广场B-办1001,9,23,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
海南国为亿科环境有限公司,91460100MA5RCECT8Q,海南省-海口市-美兰区-国兴大道11号海阔天空国瑞城（S5地块）B座办公楼35层B3504房,9,18,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
广东德宝环境技术研究有限公司,914418817629276469,广东省-广州市-海珠区-广州大道南1601-1603号之二十五自编第一层107-110房间,9,20,守信名单,1:2019:5,2:2020:0,3:2021:0,4:2022:0,5:2023:0
四川众望安全环保技术咨询有限公司,915101057566343298,四川省-成都市-青羊区-青龙街51号1幢13-11号,9,15,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河南咏蓝环境科技有限公司,91411000MA3X9MR702,河南省-许昌市-东城区-魏文路信通金融中心D幢1605号,9,8,正常公开,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
福建省冶金工业设计院有限公司,913500001581562167,福建省-福州市-晋安区-王庄街道珠宝路8号1号楼,9,9,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
中国海洋大学,12100000427403888T,山东省-青岛市-崂山区-松岭路238号,9,17,正常公开,1:2019:0,2:2020:3,3:2021:5,4:2022:0,5:2023:0
中交第二航务工程勘察设计院有限公司,914201001776794856,湖北省-武汉市-武昌区-民主路555号,9,21,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中色科技股份有限公司,9141030073384813XA,河南省-洛阳市-中国（河南）自由贸易试验区洛阳片区-高新开发区凌波路中段,9,12,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
中冶华天工程技术有限公司,913405007627988486,安徽省-马鞍山市-雨山区-湖西南路699号,9,4,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
兰州大学,12100000438001702R,甘肃省-兰州市-城关区-天水南路222号,9,2,正常公开,1:2019:2,2:2020:0,3:2021:0,4:2022:0,5:2023:0
浙江大学,12100000470095016Q,浙江省-杭州市-西湖区-余杭塘路866号,9,1,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
河北绿业环保科技有限公司,911301046975523148,河北省-石家庄市-桥西区-友谊南大街355号润兴大厦2720,9,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
浙江省水利水电勘测设计院有限责任公司,91330000470043750H,浙江省-杭州市-上城区-杭州市抚宁巷66号,9,12,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
同济大学,12100000425006125J,上海市-上海市-杨浦区-四平路1239号,9,1,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
四川省公路规划勘察设计研究院有限公司,915100006991924207,四川省-成都市-高新区-天府五街200号4号楼B座7-10楼,9,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
